,left,right,up,down
0,0.00019227196564085495,0.00010623695315277137,0.0001118116523460126,0.0005954266661185231
1,1.8794568849131877e-08,2.747137537976891e-05,8.807422738950958e-07,0.0003488505839177653
2,9.97008625515896e-06,0.0,2.088814701666842e-06,0.00036243414314240767
3,0.0,0.0,0.0,1.4889200907612013e-06
4,0.0,0.0,0.0,9.871882797360658e-24
5,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0
40,0.000253154359684937,0.0006852456552744351,0.0002451222823953509,8.327031219498316e-05
41,0.00030045660378841884,0.0007813307292046035,4.0019417956507414e-05,0.00020750030519186
42,0.0003559814830211988,0.0002128177134162584,0.00011532487907697653,0.0008867347740672786
43,0.0005215166811347678,2.7280573999496064e-20,0.0,3.734638939346987e-08
44,0.0,0.0,0.0,4.2295473900984616e-11
45,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,9.270118200179622e-34
47,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0
